id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language,source,deadline_missed,Transactions_per_Length,Entities_per_Length,Transactions_per_Entity,Adjustment_Ratio,Total_Experience,Experience_Gap
409,409,2,3,85,5,2262,12,79,75,28,69,2,synthetic,1,2.4,15.8,0.1518987341772152,0.37333333333333335,5,-1
410,410,3,4,86,6,6887,241,103,438,25,323,1,synthetic,0,40.166666666666664,17.166666666666668,2.3398058252427183,0.05707762557077625,7,-1
411,411,1,1,85,5,4170,106,98,199,14,159,2,synthetic,1,21.2,19.6,1.0816326530612246,0.07035175879396985,2,0
412,412,0,1,85,4,4653,219,76,320,22,317,3,synthetic,0,54.75,19.0,2.8815789473684212,0.06875,1,-1
413,413,2,3,83,20,11782,288,75,311,34,304,2,synthetic,1,14.4,3.75,3.84,0.10932475884244373,5,-1
414,414,1,4,87,24,9361,294,176,442,28,382,3,synthetic,1,12.25,7.333333333333333,1.6704545454545454,0.06334841628959276,5,-3
415,415,1,2,87,8,743,58,43,148,16,105,3,synthetic,0,7.25,5.375,1.3488372093023255,0.10810810810810811,3,-1
416,416,3,1,86,16,4790,182,250,364,21,315,2,synthetic,0,11.375,15.625,0.728,0.057692307692307696,4,2
417,417,4,1,84,2,639,67,57,135,22,115,3,synthetic,0,33.5,28.5,1.1754385964912282,0.16296296296296298,5,3
418,418,0,1,87,9,3822,118,100,172,19,142,2,synthetic,1,13.11111111111111,11.11111111111111,1.18,0.11046511627906977,1,-1
419,419,1,2,85,12,3158,157,52,217,29,199,2,synthetic,0,13.083333333333334,4.333333333333333,3.019230769230769,0.1336405529953917,3,-1
420,420,1,3,84,13,1284,267,45,284,31,253,1,synthetic,1,20.53846153846154,3.4615384615384617,5.933333333333334,0.10915492957746478,4,-2
421,421,1,1,85,5,6678,84,94,191,18,142,1,synthetic,0,16.8,18.8,0.8936170212765957,0.09424083769633508,2,0
422,422,3,3,85,10,2611,54,119,229,25,192,2,synthetic,0,5.4,11.9,0.453781512605042,0.1091703056768559,6,0
423,423,4,1,85,25,11700,634,114,707,46,711,1,synthetic,1,25.36,4.56,5.56140350877193,0.06506364922206506,5,3
424,424,3,3,85,18,7353,68,103,181,31,163,2,synthetic,1,3.7777777777777777,5.722222222222222,0.6601941747572816,0.1712707182320442,6,0
425,425,4,1,84,12,1643,173,59,241,23,242,1,synthetic,0,14.416666666666666,4.916666666666667,2.9322033898305087,0.0954356846473029,5,3
426,426,4,4,85,13,5892,108,219,429,39,404,1,synthetic,1,8.307692307692308,16.846153846153847,0.4931506849315068,0.09090909090909091,8,0
427,427,3,1,85,13,6993,60,91,147,27,117,2,synthetic,0,4.615384615384615,7.0,0.6593406593406593,0.1836734693877551,4,2
428,428,3,3,85,9,2328,228,185,398,24,338,3,synthetic,1,25.333333333333332,20.555555555555557,1.2324324324324325,0.06030150753768844,6,0
429,429,2,2,86,14,1597,291,58,314,22,279,1,synthetic,0,20.785714285714285,4.142857142857143,5.017241379310345,0.07006369426751592,4,0
430,430,0,4,85,9,3716,298,53,292,23,257,2,synthetic,0,33.111111111111114,5.888888888888889,5.622641509433962,0.07876712328767123,4,-4
431,431,-1,1,85,5,2918,160,43,175,23,131,2,synthetic,0,32.0,8.6,3.7209302325581395,0.13142857142857142,0,-2
432,432,4,3,85,2,661,29,20,73,21,63,1,synthetic,0,14.5,10.0,1.45,0.2876712328767123,7,1
433,433,3,2,87,13,3575,104,50,140,25,117,1,synthetic,1,8.0,3.8461538461538463,2.08,0.17857142857142858,5,1
434,434,2,2,85,5,3288,58,142,167,19,114,1,synthetic,0,11.6,28.4,0.4084507042253521,0.11377245508982035,4,0
435,435,1,4,87,13,7393,279,74,308,23,318,1,synthetic,1,21.46153846153846,5.6923076923076925,3.77027027027027,0.07467532467532467,5,-3
436,436,1,3,83,14,14287,208,288,656,28,590,1,synthetic,1,14.857142857142858,20.571428571428573,0.7222222222222222,0.042682926829268296,4,-2
437,437,0,3,85,3,767,91,40,142,18,114,1,synthetic,1,30.333333333333332,13.333333333333334,2.275,0.1267605633802817,3,-3
438,438,1,1,86,5,3795,197,93,325,20,302,1,synthetic,1,39.4,18.6,2.118279569892473,0.06153846153846154,2,0
439,439,4,4,85,35,3715,155,112,309,15,297,2,synthetic,0,4.428571428571429,3.2,1.3839285714285714,0.04854368932038835,8,0
440,440,4,4,86,14,2847,85,239,319,24,304,2,synthetic,0,6.071428571428571,17.071428571428573,0.35564853556485354,0.07523510971786834,8,0
441,441,0,0,85,21,3660,226,157,343,26,328,2,synthetic,1,10.761904761904763,7.476190476190476,1.4394904458598725,0.07580174927113703,0,0
442,442,2,7,86,5,3309,95,132,283,15,222,1,synthetic,0,19.0,26.4,0.7196969696969697,0.053003533568904596,9,-5
443,443,0,2,88,10,4407,294,118,463,20,337,2,synthetic,1,29.4,11.8,2.4915254237288136,0.04319654427645788,2,-2
444,444,4,4,86,12,3572,82,224,309,37,330,2,synthetic,0,6.833333333333333,18.666666666666668,0.36607142857142855,0.11974110032362459,8,0
445,445,1,3,85,13,4325,102,197,321,15,311,1,synthetic,1,7.846153846153846,15.153846153846153,0.5177664974619289,0.04672897196261682,4,-2
446,446,4,4,86,12,6442,101,136,216,41,198,3,synthetic,0,8.416666666666666,11.333333333333334,0.7426470588235294,0.18981481481481483,8,0
447,447,4,3,84,11,2827,102,199,248,40,262,2,synthetic,0,9.272727272727273,18.09090909090909,0.5125628140703518,0.16129032258064516,7,1
448,448,1,0,87,20,3737,102,233,330,14,309,2,synthetic,1,5.1,11.65,0.43776824034334766,0.04242424242424243,1,1
449,449,1,4,86,17,8014,283,317,660,19,554,2,synthetic,1,16.647058823529413,18.647058823529413,0.8927444794952681,0.02878787878787879,5,-3
450,450,4,3,86,10,5115,134,74,266,47,326,1,synthetic,1,13.4,7.4,1.8108108108108107,0.17669172932330826,7,1
451,451,1,0,85,9,7897,240,113,323,25,329,1,synthetic,1,26.666666666666668,12.555555555555555,2.1238938053097347,0.07739938080495357,1,1
452,452,4,1,85,24,14652,552,89,421,39,473,1,synthetic,1,23.0,3.7083333333333335,6.202247191011236,0.09263657957244656,5,3
453,453,4,4,86,12,2380,236,50,309,28,317,1,synthetic,1,19.666666666666668,4.166666666666667,4.72,0.09061488673139159,8,0
454,454,4,3,88,9,2453,147,87,247,28,199,1,synthetic,0,16.333333333333332,9.666666666666666,1.6896551724137931,0.11336032388663968,7,1
455,455,-1,1,86,4,681,32,21,73,6,62,3,synthetic,1,8.0,5.25,1.5238095238095237,0.0821917808219178,0,-2
456,456,1,3,85,12,4196,155,55,274,42,260,1,synthetic,0,12.916666666666666,4.583333333333333,2.8181818181818183,0.15328467153284672,4,-2
457,457,1,1,88,5,2896,73,238,304,26,299,3,synthetic,1,14.6,47.6,0.3067226890756303,0.08552631578947369,2,0
458,458,4,3,85,6,3171,183,92,212,28,201,2,synthetic,0,30.5,15.333333333333334,1.9891304347826086,0.1320754716981132,7,1
459,459,2,4,85,5,2658,257,219,471,32,446,1,synthetic,0,51.4,43.8,1.17351598173516,0.06794055201698514,6,-2
460,460,2,3,86,13,772,171,55,223,37,205,1,synthetic,0,13.153846153846153,4.230769230769231,3.109090909090909,0.16591928251121077,5,-1
461,461,1,4,87,6,1614,99,105,231,6,158,1,synthetic,0,16.5,17.5,0.9428571428571428,0.025974025974025976,5,-3
462,462,1,2,86,12,4505,64,221,269,38,282,3,synthetic,1,5.333333333333333,18.416666666666668,0.2895927601809955,0.1412639405204461,3,-1
463,463,4,4,86,25,11709,229,386,862,38,715,2,synthetic,0,9.16,15.44,0.5932642487046632,0.04408352668213457,8,0
464,464,0,2,86,9,2506,138,167,390,13,314,1,synthetic,0,15.333333333333334,18.555555555555557,0.8263473053892215,0.03333333333333333,2,-2
465,465,1,1,87,6,2263,56,74,126,5,108,3,synthetic,0,9.333333333333334,12.333333333333334,0.7567567567567568,0.03968253968253968,2,0
466,466,4,3,85,12,2277,296,196,539,40,616,2,synthetic,1,24.666666666666668,16.333333333333332,1.510204081632653,0.07421150278293136,7,1
467,467,0,1,86,9,2468,126,67,194,25,157,1,synthetic,0,14.0,7.444444444444445,1.8805970149253732,0.12886597938144329,1,-1
468,468,1,0,86,14,1539,261,117,395,6,284,2,synthetic,0,18.642857142857142,8.357142857142858,2.230769230769231,0.015189873417721518,1,1
469,469,2,1,86,6,8032,228,65,220,34,211,2,synthetic,0,38.0,10.833333333333334,3.5076923076923077,0.15454545454545454,3,1
470,470,3,2,86,13,15478,384,179,518,38,624,1,synthetic,0,29.53846153846154,13.76923076923077,2.1452513966480447,0.07335907335907337,5,1
471,471,1,2,85,9,2403,54,112,166,25,136,2,synthetic,1,6.0,12.444444444444445,0.48214285714285715,0.15060240963855423,3,-1
472,472,4,2,85,27,3430,233,144,405,34,441,1,synthetic,0,8.62962962962963,5.333333333333333,1.6180555555555556,0.08395061728395062,6,2
473,473,-1,1,86,1,557,126,15,96,14,80,1,synthetic,0,126.0,15.0,8.4,0.14583333333333334,0,-2
474,474,0,0,85,16,17435,292,109,496,50,583,1,synthetic,1,18.25,6.8125,2.6788990825688073,0.10080645161290322,0,0
475,475,1,2,82,8,3742,312,113,390,38,433,3,synthetic,0,39.0,14.125,2.7610619469026547,0.09743589743589744,3,-1
476,476,4,4,85,6,2390,79,42,120,42,109,2,synthetic,0,13.166666666666666,7.0,1.880952380952381,0.35,8,0
477,477,2,4,85,12,3749,70,123,189,6,139,1,synthetic,0,5.833333333333333,10.25,0.5691056910569106,0.031746031746031744,6,-2
478,478,4,4,86,11,8422,232,244,507,48,570,1,synthetic,1,21.09090909090909,22.181818181818183,0.9508196721311475,0.09467455621301775,8,0
479,479,2,1,85,13,2921,86,51,134,41,150,1,synthetic,0,6.615384615384615,3.923076923076923,1.6862745098039216,0.30597014925373134,3,1
480,480,4,2,82,13,2463,80,55,175,23,168,2,synthetic,0,6.153846153846154,4.230769230769231,1.4545454545454546,0.13142857142857142,6,2
481,481,3,7,87,5,3935,227,49,282,34,285,1,synthetic,1,45.4,9.8,4.63265306122449,0.12056737588652482,10,-4
482,482,1,1,85,28,9455,428,107,436,40,442,2,synthetic,1,15.285714285714286,3.8214285714285716,4.0,0.09174311926605505,2,0
483,483,1,3,85,10,3182,171,128,369,19,315,3,synthetic,1,17.1,12.8,1.3359375,0.051490514905149054,4,-2
484,484,4,4,86,5,2711,34,101,157,13,106,2,synthetic,0,6.8,20.2,0.33663366336633666,0.08280254777070063,8,0
485,485,4,1,86,6,4002,90,87,204,35,206,1,synthetic,0,15.0,14.5,1.0344827586206897,0.1715686274509804,5,3
486,486,2,3,87,9,4222,118,98,195,28,165,1,synthetic,0,13.11111111111111,10.88888888888889,1.2040816326530612,0.14358974358974358,5,-1
487,487,1,2,87,9,5760,127,136,290,31,324,1,synthetic,0,14.11111111111111,15.11111111111111,0.9338235294117647,0.10689655172413794,3,-1
488,488,2,3,86,11,832,115,177,299,14,251,2,synthetic,0,10.454545454545455,16.09090909090909,0.6497175141242938,0.046822742474916385,5,-1
489,489,3,4,87,5,3165,174,76,255,36,278,2,synthetic,1,34.8,15.2,2.289473684210526,0.1411764705882353,7,-1
490,490,1,3,85,9,3285,147,80,280,23,232,1,synthetic,0,16.333333333333332,8.88888888888889,1.8375,0.08214285714285714,4,-2
491,491,1,3,86,19,9754,141,381,684,39,634,1,synthetic,1,7.421052631578948,20.05263157894737,0.3700787401574803,0.05701754385964912,4,-2
492,492,3,4,86,23,14933,476,184,566,38,675,3,synthetic,1,20.695652173913043,8.0,2.5869565217391304,0.06713780918727916,7,-1
493,493,2,4,84,23,3923,129,121,321,18,303,1,synthetic,1,5.608695652173913,5.260869565217392,1.0661157024793388,0.056074766355140186,6,-2
494,494,3,3,87,5,710,83,12,101,17,99,1,synthetic,0,16.6,2.4,6.916666666666667,0.16831683168316833,6,0
495,495,4,4,86,12,9295,480,62,282,36,312,2,synthetic,1,40.0,5.166666666666667,7.741935483870968,0.1276595744680851,8,0
496,496,3,4,86,5,584,114,31,96,19,89,1,synthetic,0,22.8,6.2,3.6774193548387095,0.19791666666666666,7,-1
497,497,2,2,85,9,2901,59,56,140,27,113,2,synthetic,1,6.555555555555555,6.222222222222222,1.0535714285714286,0.19285714285714287,4,0
498,498,1,1,87,3,1237,167,18,92,26,107,2,synthetic,0,55.666666666666664,6.0,9.277777777777779,0.2826086956521739,2,0
499,499,1,1,86,3,1416,242,47,220,32,206,2,synthetic,0,80.66666666666667,15.666666666666666,5.148936170212766,0.14545454545454545,2,0
500,500,1,3,86,13,3784,84,225,325,17,295,1,synthetic,0,6.461538461538462,17.307692307692307,0.37333333333333335,0.052307692307692305,4,-2
501,501,1,1,87,5,658,98,15,89,6,68,1,synthetic,0,19.6,3.0,6.533333333333333,0.06741573033707865,2,0
502,502,2,2,86,5,800,111,38,148,13,111,1,synthetic,0,22.2,7.6,2.9210526315789473,0.08783783783783784,4,0
503,503,4,4,86,10,3902,119,124,261,29,252,1,synthetic,0,11.9,12.4,0.9596774193548387,0.1111111111111111,8,0
504,504,1,0,86,4,596,35,42,77,19,63,3,synthetic,0,8.75,10.5,0.8333333333333334,0.24675324675324675,1,1
505,505,0,2,87,13,2267,193,52,250,6,148,2,synthetic,0,14.846153846153847,4.0,3.7115384615384617,0.024,2,-2
506,506,1,2,84,8,1433,81,73,176,23,130,1,synthetic,1,10.125,9.125,1.1095890410958904,0.13068181818181818,3,-1
507,507,4,1,85,12,11159,265,151,405,51,421,3,synthetic,1,22.083333333333332,12.583333333333334,1.7549668874172186,0.1259259259259259,5,3
508,508,1,1,87,17,8786,125,130,250,23,272,2,synthetic,1,7.352941176470588,7.647058823529412,0.9615384615384616,0.092,2,0
509,509,0,4,86,14,9656,180,144,280,25,265,1,synthetic,1,12.857142857142858,10.285714285714286,1.25,0.08928571428571429,4,-4
510,510,4,2,85,9,3413,58,140,178,28,138,1,synthetic,0,6.444444444444445,15.555555555555555,0.4142857142857143,0.15730337078651685,6,2
511,511,1,2,86,8,2534,77,97,242,23,210,1,synthetic,0,9.625,12.125,0.7938144329896907,0.09504132231404959,3,-1
512,512,0,2,85,4,640,51,78,146,14,93,3,synthetic,0,12.75,19.5,0.6538461538461539,0.0958904109589041,2,-2
513,513,2,3,86,12,1093,67,59,146,5,99,1,synthetic,0,5.583333333333333,4.916666666666667,1.1355932203389831,0.03424657534246575,5,-1
514,514,2,4,85,17,7817,121,56,182,38,215,3,synthetic,0,7.117647058823529,3.2941176470588234,2.1607142857142856,0.2087912087912088,6,-2
515,515,4,4,85,13,3446,141,275,375,40,361,1,synthetic,1,10.846153846153847,21.153846153846153,0.5127272727272727,0.10666666666666667,8,0
516,516,4,1,85,14,3737,64,143,250,20,204,2,synthetic,0,4.571428571428571,10.214285714285714,0.44755244755244755,0.08,5,3
517,517,2,3,86,13,9138,197,353,578,31,547,1,synthetic,1,15.153846153846153,27.153846153846153,0.5580736543909348,0.05363321799307959,5,-1
518,518,2,2,85,15,7529,102,193,303,40,356,3,synthetic,0,6.8,12.866666666666667,0.5284974093264249,0.132013201320132,4,0
519,519,4,3,83,14,11073,95,166,250,34,287,3,synthetic,0,6.785714285714286,11.857142857142858,0.572289156626506,0.136,7,1
520,520,1,-1,86,6,4970,177,112,301,25,277,1,synthetic,1,29.5,18.666666666666668,1.5803571428571428,0.08305647840531562,0,2
521,521,1,4,85,13,3032,124,111,256,29,213,2,synthetic,1,9.538461538461538,8.538461538461538,1.117117117117117,0.11328125,5,-3
522,522,1,4,86,12,5125,117,155,318,6,275,2,synthetic,0,9.75,12.916666666666666,0.7548387096774194,0.018867924528301886,5,-3
523,523,4,3,84,6,3337,111,106,242,35,276,3,synthetic,0,18.5,17.666666666666668,1.0471698113207548,0.1446280991735537,7,1
524,524,3,1,87,21,19272,886,114,822,35,833,1,synthetic,0,42.19047619047619,5.428571428571429,7.771929824561403,0.04257907542579075,4,2
525,525,1,4,87,6,672,71,22,92,5,68,1,synthetic,0,11.833333333333334,3.6666666666666665,3.227272727272727,0.05434782608695652,5,-3
526,526,0,1,88,18,8571,145,135,307,30,292,2,synthetic,1,8.055555555555555,7.5,1.0740740740740742,0.09771986970684039,1,-1
527,527,3,-1,86,6,2418,145,63,169,24,149,2,synthetic,1,24.166666666666668,10.5,2.3015873015873014,0.14201183431952663,2,4
528,528,2,1,86,7,4094,102,102,324,15,218,1,synthetic,0,14.571428571428571,14.571428571428571,1.0,0.046296296296296294,3,1
529,529,4,2,87,10,2359,100,186,316,34,313,2,synthetic,1,10.0,18.6,0.5376344086021505,0.10759493670886076,6,2
530,530,1,-1,86,4,4137,157,55,231,29,198,1,synthetic,1,39.25,13.75,2.8545454545454545,0.12554112554112554,0,2
531,531,4,1,86,12,8979,133,224,518,35,513,2,synthetic,0,11.083333333333334,18.666666666666668,0.59375,0.06756756756756757,5,3
532,532,1,3,86,12,4476,87,129,293,26,317,1,synthetic,1,7.25,10.75,0.6744186046511628,0.08873720136518772,4,-2
533,533,2,4,83,11,2414,165,51,187,23,168,1,synthetic,0,15.0,4.636363636363637,3.235294117647059,0.12299465240641712,6,-2
534,534,1,4,85,13,2654,65,97,172,19,124,1,synthetic,0,5.0,7.461538461538462,0.6701030927835051,0.11046511627906977,5,-3
535,535,0,1,86,6,3757,85,214,245,34,211,1,synthetic,1,14.166666666666666,35.666666666666664,0.397196261682243,0.13877551020408163,1,-1
536,536,4,4,84,22,5555,104,313,392,32,420,1,synthetic,1,4.7272727272727275,14.227272727272727,0.33226837060702874,0.08163265306122448,8,0
537,537,1,3,86,7,2482,116,38,119,34,113,1,synthetic,1,16.571428571428573,5.428571428571429,3.0526315789473686,0.2857142857142857,4,-2
538,538,2,3,86,9,6710,146,141,358,25,349,1,synthetic,1,16.22222222222222,15.666666666666666,1.0354609929078014,0.06983240223463687,5,-1
539,539,0,4,86,7,2346,43,59,103,6,88,1,synthetic,0,6.142857142857143,8.428571428571429,0.7288135593220338,0.05825242718446602,4,-4
540,540,4,4,85,13,2503,76,257,306,37,297,2,synthetic,1,5.846153846153846,19.76923076923077,0.29571984435797666,0.12091503267973856,8,0
541,541,2,4,86,23,5661,175,158,396,35,391,1,synthetic,0,7.608695652173913,6.869565217391305,1.1075949367088607,0.08838383838383838,6,-2
542,542,3,4,86,14,5562,73,44,136,23,111,1,synthetic,0,5.214285714285714,3.142857142857143,1.6590909090909092,0.16911764705882354,7,-1
543,543,3,3,88,17,6615,137,294,410,34,383,2,synthetic,0,8.058823529411764,17.294117647058822,0.46598639455782315,0.08292682926829269,6,0
544,544,1,2,85,9,4139,133,43,160,34,147,3,synthetic,0,14.777777777777779,4.777777777777778,3.0930232558139537,0.2125,3,-1
545,545,2,4,86,6,727,79,44,113,14,100,2,synthetic,0,13.166666666666666,7.333333333333333,1.7954545454545454,0.12389380530973451,6,-2
546,546,2,3,87,27,7190,317,123,399,27,366,1,synthetic,0,11.74074074074074,4.555555555555555,2.5772357723577235,0.06766917293233082,5,-1
547,547,3,7,85,8,2413,119,113,256,33,207,2,synthetic,0,14.875,14.125,1.0530973451327434,0.12890625,10,-4
548,548,-1,0,88,12,2010,21,130,121,6,86,3,synthetic,0,1.75,10.833333333333334,0.16153846153846155,0.049586776859504134,-1,-1
549,549,1,2,86,6,3422,18,62,81,16,64,1,synthetic,0,3.0,10.333333333333334,0.2903225806451613,0.19753086419753085,3,-1
550,550,4,0,83,9,6118,468,74,419,26,338,3,synthetic,0,52.0,8.222222222222221,6.324324324324325,0.06205250596658711,4,4
551,551,4,3,85,23,3321,225,277,564,33,584,1,synthetic,1,9.782608695652174,12.043478260869565,0.8122743682310469,0.05851063829787234,7,1
552,552,0,4,87,6,3373,59,49,136,14,102,1,synthetic,1,9.833333333333334,8.166666666666666,1.2040816326530612,0.10294117647058823,4,-4
553,553,2,0,87,14,3855,245,99,294,35,310,1,synthetic,1,17.5,7.071428571428571,2.474747474747475,0.11904761904761904,2,2
554,554,3,3,86,18,7663,210,91,334,40,331,2,synthetic,0,11.666666666666666,5.055555555555555,2.3076923076923075,0.11976047904191617,6,0
555,555,4,4,87,7,5320,113,183,282,35,309,1,synthetic,0,16.142857142857142,26.142857142857142,0.6174863387978142,0.12411347517730496,8,0
556,556,3,0,86,5,4053,93,58,145,26,111,1,synthetic,0,18.6,11.6,1.603448275862069,0.1793103448275862,3,3
557,557,2,1,84,5,2481,124,187,279,36,287,1,synthetic,0,24.8,37.4,0.6631016042780749,0.12903225806451613,3,1
558,558,1,3,85,7,3344,280,99,413,26,345,1,synthetic,1,40.0,14.142857142857142,2.8282828282828283,0.06295399515738499,4,-2
559,559,2,4,86,4,701,75,36,100,14,80,1,synthetic,0,18.75,9.0,2.0833333333333335,0.14,6,-2
560,560,1,3,86,4,611,44,55,108,6,84,1,synthetic,1,11.0,13.75,0.8,0.05555555555555555,4,-2
561,561,0,2,86,11,2700,273,43,289,25,267,1,synthetic,0,24.818181818181817,3.909090909090909,6.348837209302325,0.08650519031141868,2,-2
562,562,2,3,86,20,3764,117,209,323,34,318,3,synthetic,0,5.85,10.45,0.5598086124401914,0.10526315789473684,5,-1
563,563,1,4,88,5,3148,128,99,228,14,181,1,synthetic,1,25.6,19.8,1.292929292929293,0.06140350877192982,5,-3
564,564,0,1,87,12,4772,563,141,597,34,579,1,synthetic,1,46.916666666666664,11.75,3.99290780141844,0.05695142378559464,1,-1
565,565,0,0,87,5,601,74,37,94,18,83,1,synthetic,0,14.8,7.4,2.0,0.19148936170212766,0,0
566,566,3,2,85,13,7828,231,93,332,42,357,1,synthetic,1,17.76923076923077,7.153846153846154,2.4838709677419355,0.12650602409638553,5,1
567,567,4,3,86,12,3159,157,42,163,25,142,1,synthetic,0,13.083333333333334,3.5,3.738095238095238,0.15337423312883436,7,1
568,568,4,4,86,3,4101,121,56,177,35,151,1,synthetic,0,40.333333333333336,18.666666666666668,2.1607142857142856,0.1977401129943503,8,0
569,569,2,2,86,8,2178,45,87,152,26,134,2,synthetic,0,5.625,10.875,0.5172413793103449,0.17105263157894737,4,0
570,570,3,2,87,16,2490,81,53,177,34,181,1,synthetic,1,5.0625,3.3125,1.528301886792453,0.192090395480226,5,1
571,571,4,2,86,13,4545,244,116,315,38,344,1,synthetic,0,18.76923076923077,8.923076923076923,2.103448275862069,0.12063492063492064,6,2
572,572,1,2,86,5,576,72,42,112,5,92,1,synthetic,0,14.4,8.4,1.7142857142857142,0.044642857142857144,3,-1
573,573,-1,3,87,4,3690,231,43,173,26,145,2,synthetic,1,57.75,10.75,5.372093023255814,0.15028901734104047,2,-4
574,574,2,2,84,4,582,61,32,81,23,72,2,synthetic,0,15.25,8.0,1.90625,0.2839506172839506,4,0
575,575,2,2,86,12,2444,151,94,283,6,220,1,synthetic,0,12.583333333333334,7.833333333333333,1.6063829787234043,0.02120141342756184,4,0
576,576,1,2,83,12,10192,169,127,342,33,354,1,synthetic,0,14.083333333333334,10.583333333333334,1.330708661417323,0.09649122807017543,3,-1
577,577,3,1,87,4,622,101,75,242,30,241,3,synthetic,1,25.25,18.75,1.3466666666666667,0.12396694214876033,4,2
578,578,1,1,86,13,6520,198,155,408,41,457,1,synthetic,1,15.23076923076923,11.923076923076923,1.2774193548387096,0.10049019607843138,2,0
579,579,3,4,87,15,3700,254,48,301,18,288,1,synthetic,0,16.933333333333334,3.2,5.291666666666667,0.059800664451827246,7,-1
580,580,1,3,86,9,958,130,43,188,18,151,1,synthetic,1,14.444444444444445,4.777777777777778,3.0232558139534884,0.09574468085106383,4,-2
581,581,1,1,84,6,3989,328,49,339,14,300,2,synthetic,1,54.666666666666664,8.166666666666666,6.6938775510204085,0.04129793510324484,2,0
582,582,1,0,86,3,2301,77,61,158,27,132,3,synthetic,0,25.666666666666668,20.333333333333332,1.2622950819672132,0.17088607594936708,1,1
583,583,2,1,85,16,3994,108,105,212,25,195,3,synthetic,1,6.75,6.5625,1.0285714285714285,0.1179245283018868,3,1
584,584,3,1,86,8,5673,184,319,640,42,610,2,synthetic,1,23.0,39.875,0.5768025078369906,0.065625,4,2
585,585,4,3,87,8,3191,224,110,316,38,300,1,synthetic,1,28.0,13.75,2.036363636363636,0.12025316455696203,7,1
586,586,3,2,86,9,5155,84,330,314,24,257,1,synthetic,0,9.333333333333334,36.666666666666664,0.2545454545454545,0.07643312101910828,5,1
587,587,3,3,86,11,4492,136,218,427,39,437,1,synthetic,0,12.363636363636363,19.818181818181817,0.6238532110091743,0.09133489461358314,6,0
588,588,2,2,86,5,2839,81,104,172,40,157,3,synthetic,0,16.2,20.8,0.7788461538461539,0.23255813953488372,4,0
589,589,3,4,86,8,4187,70,266,273,23,246,2,synthetic,1,8.75,33.25,0.2631578947368421,0.08424908424908426,7,-1
590,590,4,2,85,6,2518,59,225,213,36,214,1,synthetic,0,9.833333333333334,37.5,0.26222222222222225,0.16901408450704225,6,2
591,591,1,2,88,13,3789,306,163,632,24,504,1,synthetic,0,23.53846153846154,12.538461538461538,1.8773006134969326,0.0379746835443038,3,-1
592,592,1,3,85,12,841,112,66,183,28,173,1,synthetic,1,9.333333333333334,5.5,1.696969696969697,0.15300546448087432,4,-2
593,593,4,3,87,18,16181,501,123,623,37,671,3,synthetic,1,27.833333333333332,6.833333333333333,4.073170731707317,0.0593900481540931,7,1
594,594,4,2,85,11,930,207,44,222,27,213,1,synthetic,1,18.818181818181817,4.0,4.704545454545454,0.12162162162162163,6,2
595,595,-1,1,87,6,2050,333,36,248,25,251,1,synthetic,0,55.5,6.0,9.25,0.10080645161290322,0,-2
596,596,1,1,87,15,7891,90,134,244,36,237,1,synthetic,1,6.0,8.933333333333334,0.6716417910447762,0.14754098360655737,2,0
597,597,-1,1,85,4,546,9,48,74,5,64,1,synthetic,1,2.25,12.0,0.1875,0.06756756756756757,0,-2
598,598,3,4,86,5,2337,40,79,111,26,111,3,synthetic,1,8.0,15.8,0.5063291139240507,0.23423423423423423,7,-1
599,599,3,4,86,37,9281,168,253,442,43,422,3,synthetic,1,4.54054054054054,6.837837837837838,0.6640316205533597,0.09728506787330317,7,-1
600,600,1,1,86,13,4020,120,253,329,28,332,3,synthetic,1,9.23076923076923,19.46153846153846,0.4743083003952569,0.0851063829787234,2,0
601,601,0,2,86,5,2984,66,114,210,27,198,2,synthetic,0,13.2,22.8,0.5789473684210527,0.12857142857142856,2,-2
602,602,2,1,87,22,4383,119,194,287,18,239,1,synthetic,0,5.409090909090909,8.818181818181818,0.6134020618556701,0.0627177700348432,3,1
603,603,1,2,86,12,7156,242,107,330,34,372,2,synthetic,1,20.166666666666668,8.916666666666666,2.2616822429906542,0.10303030303030303,3,-1
604,604,2,2,86,5,769,123,54,192,20,197,1,synthetic,0,24.6,10.8,2.2777777777777777,0.10416666666666667,4,0
605,605,1,4,87,10,2600,186,97,319,26,279,2,synthetic,1,18.6,9.7,1.9175257731958764,0.08150470219435736,5,-3
606,606,4,6,87,22,7843,314,234,595,34,683,1,synthetic,0,14.272727272727273,10.636363636363637,1.3418803418803418,0.05714285714285714,10,-2
607,607,-1,1,85,5,5287,164,39,188,14,131,2,synthetic,0,32.8,7.8,4.205128205128205,0.07446808510638298,0,-2
608,608,3,4,88,7,2702,50,135,185,27,159,1,synthetic,0,7.142857142857143,19.285714285714285,0.37037037037037035,0.14594594594594595,7,-1
609,609,3,4,85,10,3720,74,72,162,35,152,1,synthetic,0,7.4,7.2,1.0277777777777777,0.21604938271604937,7,-1
610,610,2,2,85,6,3329,55,174,191,30,167,2,synthetic,0,9.166666666666666,29.0,0.3160919540229885,0.15706806282722513,4,0
611,611,4,4,87,13,2552,162,51,222,34,209,3,synthetic,0,12.461538461538462,3.923076923076923,3.176470588235294,0.15315315315315314,8,0
